dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1261738800,2009-12-25 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,8.37,805.0,4.23,-4.23,7.97,9.61,997,,,81,24.16,320,34.45,,,0.8,,100,741,Fog,fog,50n
1261742400,2009-12-25 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,8.37,800.0,4.23,-4.23,7.97,9.61,997,,,81,20.8,320,29.97,,,1.15,,100,601,Snow,snow,13n
1261746000,2009-12-25 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,8.37,805.0,4.23,-4.23,8.1,9.77,995,,,81,21.92,320,29.97,,,2.0,,100,601,Snow,snow,13n
1261746000,2009-12-25 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,8.37,805.0,4.23,-4.23,8.1,9.77,995,,,81,21.92,320,29.97,,,2.0,,100,741,Fog,fog,50n
1261749600,2009-12-25 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,9.0,805.0,5.32,-3.6,8.87,9.77,995,,,83,21.92,310,28.86,,,0.3,,100,601,Snow,snow,13d
1261749600,2009-12-25 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,9.0,805.0,5.32,-3.6,8.87,9.77,995,,,83,21.92,310,28.86,,,0.3,,100,741,Fog,fog,50d
1261753200,2009-12-25 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,10.08,805.0,6.39,-2.52,10.08,11.57,995,,,83,20.8,310,26.4,,,0.3,0.8,100,601,Snow,snow,13d
1261753200,2009-12-25 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,10.08,805.0,6.39,-2.52,10.08,11.57,995,,,83,20.8,310,26.4,,,0.3,0.8,100,741,Fog,fog,50d
1261756800,2009-12-25 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,12.25,805.0,8.06,-0.35,12.06,13.37,993,,,81,23.04,300,31.09,,,1.24,,100,601,Snow,snow,13d
1261756800,2009-12-25 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,12.25,805.0,8.06,-0.35,12.06,13.37,993,,,81,23.04,300,31.09,,,1.24,,100,741,Fog,fog,50d
1261760400,2009-12-25 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,13.89,3219.0,10.62,1.29,13.21,15.17,992,,,85,17.22,310,23.04,,,1.3,,100,741,Fog,fog,50d
1261760400,2009-12-25 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,13.89,3219.0,10.62,1.29,13.21,15.17,992,,,85,17.22,310,23.04,,,1.3,,100,601,Snow,snow,13d
1261764000,2009-12-25 18:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,15.84,2400.0,11.82,3.24,15.01,16.97,992,,,82,16.11,300,24.16,,,1.31,,100,601,Snow,snow,13d
1261767600,2009-12-25 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,17.37,1609.0,13.06,4.77,17.1,18.77,990,,,81,12.75,300,25.28,,,0.63,,100,741,Fog,fog,50d
1261767600,2009-12-25 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,17.37,1609.0,13.06,4.77,17.1,18.77,990,,,81,12.75,300,25.28,,,0.63,,100,601,Snow,snow,13d
1261771200,2009-12-25 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,18.99,2414.0,14.92,6.39,18.41,20.57,990,,,82,17.22,290,,,,0.69,,100,601,Snow,snow,13d
1261774800,2009-12-25 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,20.05,2414.0,15.46,7.45,19.85,20.57,990,,,80,16.11,290,,,,0.65,,100,601,Snow,snow,13d
1261778400,2009-12-25 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.09,402.0,17.73,8.49,19.67,22.37,990,,,85,17.22,300,25.28,,,0.79,,100,602,Snow,heavy snow,13d
1261782000,2009-12-25 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.42,805.0,18.03,9.79,21.24,22.37,990,,,85,11.41,290,,,,0.44,,100,601,Snow,snow,13n
1261785600,2009-12-26 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.99,2400.0,18.36,9.39,21.47,22.37,991,,,84,16.11,310,19.46,,,0.51,,100,601,Snow,snow,13n
1261789200,2009-12-26 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,22.89,10000.0,19.26,10.29,22.01,24.17,991,,,84,17.22,300,29.97,,,0.55,,100,601,Snow,snow,13n
1261792800,2009-12-26 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,22.89,8047.0,19.26,10.29,22.19,24.17,991,,,84,25.28,300,31.09,,,0.6,,100,701,Mist,mist,50n
1261792800,2009-12-26 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,22.89,8047.0,19.26,10.29,22.19,24.17,991,,,84,25.28,300,31.09,,,0.6,,100,601,Snow,snow,13n
1261796400,2009-12-26 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,23.2,2414.0,19.54,10.6,22.55,24.17,992,,,84,20.8,290,31.09,,,0.56,,100,601,Snow,snow,13n
1261800000,2009-12-26 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.72,2012.0,19.53,9.12,21.24,24.17,992,,,90,19.69,320,28.86,,,0.47,,100,600,Snow,light snow,13n
1261803600,2009-12-26 05:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,20.37,6437.0,16.77,7.77,19.98,22.37,994,,,84,21.92,340,27.74,,,0.4,,100,600,Snow,light snow,13n
1261807200,2009-12-26 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,18.43,6000.0,14.36,5.83,18.0,20.41,997,,,82,23.04,340,28.86,,,0.24,,100,600,Snow,light snow,13n
1261810800,2009-12-26 07:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,17.82,10000.0,12.76,5.22,17.64,19.49,997,,,78,16.11,340,,,,,,100,804,Clouds,overcast clouds,04n
1261814400,2009-12-26 08:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,17.04,10000.0,13.5,4.44,16.81,19.49,999,,,84,16.11,340,,,,,,100,804,Clouds,overcast clouds,04n
1261818000,2009-12-26 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,17.47,10000.0,13.42,4.87,15.01,19.67,1000,,,82,19.69,340,,,,,,100,600,Snow,light snow,13n
1261821600,2009-12-26 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,17.8,6437.0,12.99,5.25,16.81,20.21,1000,,,79,11.41,360,,,,,,100,600,Snow,light snow,13n
1261825200,2009-12-26 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.25,2414.0,12.96,7.66,9.61,20.57,1001,,,85,5.82,320,,,,0.19,,100,600,Snow,light snow,13n
1261825200,2009-12-26 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.25,2414.0,12.96,7.66,9.61,20.57,1001,,,85,5.82,320,,,,0.19,,100,701,Mist,mist,50n
1261828800,2009-12-26 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.11,3200.0,12.56,10.72,11.41,20.03,1003,,,84,3.36,300,,,,0.31,,100,600,Snow,light snow,13n
1261832400,2009-12-26 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.56,6437.0,12.78,16.56,11.41,20.39,1003,,,83,0.0,0,,,,0.3,,100,600,Snow,light snow,13n
1261832400,2009-12-26 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.56,6437.0,12.78,16.56,11.41,20.39,1003,,,83,0.0,0,,,,0.3,,100,701,Mist,mist,50n
1261836000,2009-12-26 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.86,3219.0,13.55,16.86,11.41,20.39,1003,,,85,0.0,0,,,,0.5,,100,600,Snow,light snow,13d
1261836000,2009-12-26 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.86,3219.0,13.55,16.86,11.41,20.39,1003,,,85,0.0,0,,,,0.5,,100,701,Mist,mist,50d
1261839600,2009-12-26 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.56,4828.0,14.18,8.02,11.41,26.69,1004,,,89,5.82,350,,,,0.19,,100,701,Mist,mist,50d
1261839600,2009-12-26 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.56,4828.0,14.18,8.02,11.41,26.69,1004,,,89,5.82,350,,,,0.19,,100,600,Snow,light snow,13d
1261843200,2009-12-26 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,18.68,4023.0,14.61,9.5,16.81,23.99,1005,,,82,6.93,350,,,,0.3,,100,600,Snow,light snow,13d
1261843200,2009-12-26 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,18.68,4023.0,14.61,9.5,16.81,23.99,1005,,,82,6.93,350,,,,0.3,,100,701,Mist,mist,50d
1261846800,2009-12-26 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,19.0,8047.0,14.94,9.9,18.61,25.43,1006,,,82,6.93,360,,,,,,100,701,Mist,mist,50d
1261850400,2009-12-26 18:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,19.44,10000.0,14.85,12.67,16.81,26.87,1007,,,80,4.7,360,,,,,,100,804,Clouds,overcast clouds,04d
1261854000,2009-12-26 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,19.76,10000.0,15.67,13.05,18.61,26.51,1007,,,82,4.7,20,,,,,,100,804,Clouds,overcast clouds,04d
1261857600,2009-12-26 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,20.64,9656.0,16.54,15.89,18.61,25.97,1007,,,82,3.36,360,,,,,,100,701,Mist,mist,50d
1261861200,2009-12-26 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.53,10000.0,20.35,13.69,22.21,25.97,1008,,,82,11.41,310,,,,0.11,,100,600,Snow,light snow,13d
1261864800,2009-12-26 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.53,10000.0,20.35,11.93,22.21,25.97,1009,,,82,18.34,310,,,,0.11,,100,600,Snow,light snow,13d
1261868400,2009-12-26 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,23.79,10000.0,19.63,11.19,22.21,25.07,1009,,,82,14.99,310,,,,,,100,804,Clouds,overcast clouds,04d
1264377600,2010-01-25 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,29.41,1200.0,26.42,17.47,28.98,31.21,1000,,,87,17.22,310,25.28,,,0.12,,100,600,Snow,light snow,13n
1264381200,2010-01-25 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.33,1609.0,24.85,17.82,28.08,29.93,1000,,,85,12.75,290,31.09,,,0.14,,100,600,Snow,light snow,13n
1264381200,2010-01-25 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.33,1609.0,24.85,17.82,28.08,29.93,1000,,,85,12.75,290,31.09,,,0.14,,100,701,Mist,mist,50n
1264384800,2010-01-25 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.33,1207.0,24.1,15.73,28.08,29.66,1000,,,82,18.34,300,,,,0.3,,100,600,Snow,light snow,13n
1264384800,2010-01-25 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.33,1207.0,24.1,15.73,28.08,29.66,1000,,,82,18.34,300,,,,0.3,,100,701,Mist,mist,50n
1264388400,2010-01-25 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.33,1609.0,23.58,15.73,27.86,29.41,999,,,80,21.92,290,29.97,,,,0.5,100,600,Snow,light snow,13n
1264392000,2010-01-25 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,27.12,1609.0,22.91,14.52,27.0,29.66,999,,,82,19.69,310,31.09,,,,,100,600,Snow,light snow,13n
1264395600,2010-01-25 05:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.4,1609.0,21.69,13.8,26.1,28.67,999,,,80,19.69,310,29.97,,,,,100,600,Snow,light snow,13n
1264399200,2010-01-25 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.38,3200.0,21.67,13.78,26.1,27.86,999,,,80,23.04,310,33.33,,,,,100,600,Snow,light snow,13n
1264402800,2010-01-25 07:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.38,4023.0,21.67,13.78,26.1,27.86,999,,,80,25.28,310,36.91,,,0.17,,100,600,Snow,light snow,13n
1264406400,2010-01-25 08:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,25.52,4828.0,20.82,12.92,25.02,27.61,999,,,80,31.09,320,42.5,,,0.14,,100,600,Snow,light snow,13n
1264410000,2010-01-25 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.44,4828.0,19.76,11.84,24.12,26.06,1000,,,80,31.09,320,39.15,,,0.11,,100,600,Snow,light snow,13n
1264413600,2010-01-25 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,23.23,4828.0,19.09,10.63,23.04,25.79,1000,,,82,19.69,310,34.45,,,,,100,600,Snow,light snow,13n
1264417200,2010-01-25 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,22.35,4828.0,17.71,9.75,21.96,24.53,1000,,,80,28.86,320,40.26,,,,,100,600,Snow,light snow,13n
1264420800,2010-01-25 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,22.01,4800.0,17.38,9.41,21.96,23.63,1001,,,80,24.16,320,40.26,,,,,100,600,Snow,light snow,13n
1264424400,2010-01-25 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,22.01,6437.0,16.86,9.41,21.96,23.27,1001,,,78,21.92,310,33.33,,,,,100,600,Snow,light snow,13n
1264428000,2010-01-25 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.27,9656.0,16.65,8.67,21.06,23.09,1002,,,80,27.74,310,32.21,,,,,100,600,Snow,light snow,13d
1264431600,2010-01-25 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.27,9656.0,16.14,8.67,21.06,23.27,1003,,,78,27.74,310,35.79,,,,,100,600,Snow,light snow,13d
1264435200,2010-01-25 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,22.35,9656.0,16.11,9.75,21.96,24.01,1004,,,74,26.4,310,39.15,,,,,100,600,Snow,light snow,13d
1264438800,2010-01-25 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,22.35,3219.0,16.66,9.75,21.96,24.26,1004,,,76,33.33,310,41.38,,,,,100,600,Snow,light snow,13d
1264442400,2010-01-25 18:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,23.22,8000.0,15.53,10.62,23.04,24.26,1005,,,69,32.21,310,41.38,,,,,100,600,Snow,light snow,13d
1264446000,2010-01-25 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.42,10000.0,14.83,11.82,23.63,26.06,1005,,,63,29.97,300,38.03,,,,,75,600,Snow,light snow,13d
1264449600,2010-01-25 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,23.22,4828.0,15.53,10.62,23.04,25.07,1005,,,69,26.4,310,42.5,,,,,100,600,Snow,light snow,13d
1264453200,2010-01-25 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,22.35,4828.0,15.55,9.75,21.96,24.89,1006,,,72,27.74,310,40.26,,,,,75,600,Snow,light snow,13d
1264456800,2010-01-25 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.78,6437.0,13.53,9.18,21.24,24.01,1007,,,67,24.16,310,36.91,,,,,100,600,Snow,light snow,13d
1264460400,2010-01-25 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.27,10000.0,13.64,8.67,21.06,23.27,1008,,,69,20.8,310,28.86,,,,,100,804,Clouds,overcast clouds,04d
1264464000,2010-01-26 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,20.41,4800.0,13.39,7.81,19.98,22.91,1010,,,71,27.51,320,34.45,,,,,100,600,Snow,light snow,13n
1264467600,2010-01-26 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,19.35,8047.0,10.58,6.75,19.08,21.65,1010,,,65,29.97,310,40.26,,,,,100,600,Snow,light snow,13n
1264471200,2010-01-26 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,19.33,10000.0,10.56,6.73,18.86,20.93,1011,,,65,31.09,320,39.15,,,,,100,600,Snow,light snow,13n
1264474800,2010-01-26 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,18.12,10000.0,10.6,5.52,18.0,20.21,1012,,,69,27.74,320,40.26,,,,,100,600,Snow,light snow,13n
1264478400,2010-01-26 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,17.83,6437.0,11.16,5.23,17.06,19.67,1012,,,72,26.4,320,42.5,,,,,100,600,Snow,light snow,13n
1264482000,2010-01-26 05:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,17.38,9656.0,10.72,4.78,17.06,19.67,1013,,,72,21.92,330,32.21,,,,,100,600,Snow,light snow,13n
1264485600,2010-01-26 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,17.38,10000.0,10.17,4.78,17.1,18.86,1014,,,70,20.8,330,35.79,,,,,100,804,Clouds,overcast clouds,04n
1264489200,2010-01-26 07:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,17.38,9656.0,10.17,4.78,17.06,18.61,1014,,,70,23.04,320,34.45,,,,,100,600,Snow,light snow,13n
1264492800,2010-01-26 08:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.18,10000.0,9.82,3.58,16.02,17.69,1014,,,73,23.04,320,32.21,,,,,100,600,Snow,light snow,13n
1264496400,2010-01-26 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.18,10000.0,10.36,3.58,16.02,17.69,1015,,,75,24.16,320,32.21,,,,,100,600,Snow,light snow,13n
1264500000,2010-01-26 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.18,10000.0,10.36,3.58,16.02,18.23,1016,,,75,23.04,320,33.33,,,,,100,600,Snow,light snow,13n
1264503600,2010-01-26 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.18,9656.0,10.36,3.58,16.02,18.23,1017,,,75,21.92,310,27.74,,,,,100,600,Snow,light snow,13n
1264507200,2010-01-26 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,17.04,10000.0,10.4,4.44,16.81,18.77,1019,,,72,14.99,320,24.16,,,,,100,600,Snow,light snow,13n
1264510800,2010-01-26 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,17.38,10000.0,10.17,4.78,17.06,18.61,1019,,,70,14.99,320,23.04,,,,,100,600,Snow,light snow,13n
1264514400,2010-01-26 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,15.46,10000.0,10.18,2.86,15.12,17.87,1019,,,77,19.69,320,26.4,,,,,75,600,Snow,light snow,13d
1264518000,2010-01-26 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,15.12,10000.0,9.32,2.52,13.46,16.79,1020,,,75,17.22,320,26.4,,,,,40,600,Snow,light snow,13d
1264521600,2010-01-26 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,14.58,10000.0,7.72,1.98,14.04,16.81,1021,,,71,18.34,310,,,,,,40,802,Clouds,scattered clouds,03d
1264525200,2010-01-26 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,15.44,10000.0,7.7,2.84,15.12,16.97,1022,,,68,16.11,300,20.8,,,,,20,801,Clouds,few clouds,02d
1264528800,2010-01-26 18:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.52,10000.0,7.23,3.92,16.02,18.61,1023,,,63,16.11,310,20.8,,,,,20,801,Clouds,few clouds,02d
1264532400,2010-01-26 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,17.73,10000.0,8.4,5.13,17.06,20.41,1021,,,63,14.99,290,,,,,,0,800,Clear,sky is clear,01d
1264536000,2010-01-26 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,19.33,10000.0,9.3,6.73,18.86,20.41,1021,,,61,14.99,310,,,,,,0,800,Clear,sky is clear,01d
1264539600,2010-01-26 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,19.69,10000.0,9.64,7.09,19.08,22.21,1021,,,61,13.87,300,,,,,,0,800,Clear,sky is clear,01d
1264543200,2010-01-26 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,19.69,10000.0,9.64,8.29,19.08,22.21,1021,,,61,10.29,310,,,,,,20,801,Clouds,few clouds,02d
1264546800,2010-01-26 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,19.35,10000.0,10.58,11.34,19.08,21.29,1021,,,65,5.82,290,,,,,,20,801,Clouds,few clouds,02d
1266105600,2010-02-14 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.1,6000.0,28.92,30.09,33.01,34.07,1013,,,83,3.36,270,,,,,,100,721,Haze,haze,50n
1266109200,2010-02-14 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,32.23,3219.0,29.91,25.11,31.46,33.35,1013,,,90,8.05,290,,,,0.25,,100,600,Snow,light snow,13n
1266109200,2010-02-14 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,32.23,3219.0,29.91,25.11,31.46,33.35,1013,,,90,8.05,290,,,,0.25,,100,701,Mist,mist,50n
1266112800,2010-02-14 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,29.07,6437.0,26.08,16.65,27.86,30.47,1014,,,87,18.34,330,,,,,,100,701,Mist,mist,50n
1266116400,2010-02-14 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,27.12,10000.0,22.91,14.52,27.0,28.13,1015,,,82,17.22,320,,,,,,100,804,Clouds,overcast clouds,04n
1266120000,2010-02-14 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,25.52,10000.0,20.82,12.92,25.02,27.61,1015,,,80,18.34,320,24.16,,,,,100,804,Clouds,overcast clouds,04n
1266123600,2010-02-14 05:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.44,10000.0,19.24,11.84,24.12,25.81,1016,,,78,24.16,330,29.97,,,,,100,804,Clouds,overcast clouds,04n
1266127200,2010-02-14 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.63,10000.0,16.48,9.03,20.66,24.01,1017,,,78,25.28,320,,,,,,100,804,Clouds,overcast clouds,04n
1266130800,2010-02-14 07:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,19.33,10000.0,13.44,6.73,17.06,20.41,1017,,,75,21.92,310,29.97,,,,,100,804,Clouds,overcast clouds,04n
1266134400,2010-02-14 08:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,15.78,10000.0,8.6,3.18,15.12,18.61,1018,,,70,23.04,310,29.97,,,,,40,802,Clouds,scattered clouds,03n
1266138000,2010-02-14 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,13.35,10000.0,6.8,0.75,12.96,15.01,1017,,,72,17.22,310,25.28,,,,,0,800,Clear,sky is clear,01n
1266141600,2010-02-14 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,11.41,10000.0,4.91,-1.19,9.86,13.73,1017,,,72,12.75,310,,,,,,0,800,Clear,sky is clear,01n
1266145200,2010-02-14 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,11.41,10000.0,4.91,-1.19,9.86,13.21,1017,,,72,11.41,290,,,,,,0,800,Clear,sky is clear,01n
1266148800,2010-02-14 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,11.39,10000.0,4.35,-1.21,9.86,13.21,1018,,,70,10.29,280,,,,,,40,802,Clouds,scattered clouds,03n
1266152400,2010-02-14 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,11.39,10000.0,4.89,-1.21,9.86,13.21,1016,,,72,10.29,280,,,,,,100,804,Clouds,overcast clouds,04n
1266156000,2010-02-14 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,11.39,10000.0,5.68,-0.29,9.86,13.21,1016,,,75,8.05,300,,,,,,75,803,Clouds,broken clouds,04d
1266159600,2010-02-14 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,12.42,4023.0,7.97,-0.18,11.66,13.73,1017,,,80,10.29,310,,,,,,100,600,Snow,light snow,13d
1266163200,2010-02-14 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,15.67,4828.0,10.13,3.07,15.01,17.06,1017,,,76,14.99,340,,,,0.13,,100,600,Snow,light snow,13d
1266166800,2010-02-14 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.36,805.0,12.07,3.76,15.84,20.66,1018,,,81,13.87,340,,,,0.41,,100,601,Snow,snow,13d
1266166800,2010-02-14 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.36,805.0,12.07,3.76,15.84,20.66,1018,,,81,13.87,340,,,,0.41,,100,741,Fog,fog,50d
1266170400,2010-02-14 18:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,17.74,1600.0,12.42,5.14,17.1,20.66,1019,,,77,24.16,350,35.57,,,0.5,,100,600,Snow,light snow,13d
1266174000,2010-02-14 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.54,6437.0,11.25,3.94,16.02,20.57,1019,,,77,26.4,360,34.45,,,0.3,,100,600,Snow,light snow,13d
1266177600,2010-02-14 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,18.46,10000.0,12.06,5.86,18.0,20.41,1019,,,73,25.28,340,34.45,,,,,75,803,Clouds,broken clouds,04d
1266181200,2010-02-14 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,19.67,10000.0,12.09,7.07,18.86,22.21,1019,,,69,21.92,330,29.97,,,,0.3,75,600,Snow,light snow,13d
1266184800,2010-02-14 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,17.74,10000.0,11.89,5.14,17.06,20.41,1019,,,75,27.74,330,34.45,,,,,100,804,Clouds,overcast clouds,04d
